source_id,university,department,faculty_url,parser,enabled,notes
AUTO_EULJI_621353,Eulji University,의생명정보학교실,https://medicine.eulji.ac.kr/?menuno=7867,photo_anchor,yes,auto-crawl: 교실 · 학과 > 의학과 > 기초의학교실 > 의생명정보학교실 > 교수소개 > 의과대학 (4 faculty)
AUTO_EULJI_ADDF86,Eulji University,임상의학교실,https://medicine.eulji.ac.kr/?menuno=3411,photo_anchor,yes,auto-crawl: 교실 · 학과 > 의학과 > 임상의학교실 > 가정의학교실 > 교수소개 LIST > 의과대학 (7 faculty)
AUTO_EULJI_E11D5B,Eulji University,미생물학-면역학교실,https://medicine.eulji.ac.kr/?menuno=3386,photo_anchor,yes,auto-crawl: 교실 · 학과 > 의학과 > 기초의학교실 > 001미생물학-면역학교실 > 교수소개 LIST > 의과대학 (4 faculty)
AUTO_EULJI_2C44C4,Eulji University,의예과,https://medicine.eulji.ac.kr/?menuno=3431,photo_anchor,yes,auto-crawl: 교실 · 학과 > 의학과 > 임상의학교실 > 산부인과학교실 > 교수소개 LIST > 의과대학 (11 faculty)
AUTO_EULJI_862C33,Eulji University,신경과학교실,https://medicine.eulji.ac.kr/?menuno=3446,photo_anchor,yes,auto-crawl: 교실 · 학과 > 의학과 > 임상의학교실 > 신경과학교실 > 교수소개 LIST > 의과대학 (11 faculty)
AUTO_DANKOOK_01CF86,Dankook University,바이오융합대학,https://portal.dankook.ac.kr/ctt/dku/profinfo/search?profSch=바이오융합대학&searchCategory=univ,photo_anchor,yes,auto-crawl: 단국대학교 교원정보 (51 faculty)
AUTO_DANKOOK_02C4BC,Dankook University,약학대학,https://portal.dankook.ac.kr/ctt/dku/profinfo/search?profSch=약학대학&searchCategory=univ,photo_anchor,yes,auto-crawl: 단국대학교 교원정보 (16 faculty)
AUTO_DANKOOK_D292C9,Dankook University,의과대학,https://portal.dankook.ac.kr/ctt/dku/profinfo/search?profSch=의과대학&searchCategory=univ,photo_anchor,yes,auto-crawl: 단국대학교 교원정보 (148 faculty)
AUTO_SEOULTECH_1867A3,Seoul National University of Science and Technology,화공생명공학과,https://che.seoultech.ac.kr/about_the_department/about_professor,photo_anchor,yes,auto-crawl: 화공생명공학과 - 학과소개 - 교수소개 (14 faculty)
AUTO_SEOULTECH_34B1D8,Seoul National University of Science and Technology,식품생명공학과,https://food.seoultech.ac.kr/department/prof,photo_anchor,yes,auto-crawl: 식품생명공학과 (9 faculty)
AUTO_SEOULTECH_8AC9EC,Seoul National University of Science and Technology,바이오메디컬학과,https://bms.seoultech.ac.kr/intro/professors,photo_anchor,yes,auto-crawl: 바이오메디컬학과 - 학과소개 - 교수소개 (4 faculty)
AUTO_SEOULTECH_52A54A,Seoul National University of Science and Technology,방사선의과학전공,https://medsci.seoultech.ac.kr/graduate/professor,photo_anchor,yes,auto-crawl: SeoulTech-KIRAMS 의과학대학원 - 대학원소개 - 교수소개 (10 faculty)
AUTO_SEOULTECH_D6EE85,Seoul National University of Science and Technology,화공생명공학과,https://gsp.seoultech.ac.kr/d_information/f_time/che/prof_intro,photo_anchor,yes,auto-crawl: 일반대학원 (12 faculty)
AUTO_SEOULTECH_173BE0,Seoul National University of Science and Technology,식품생명공학과,https://gsp.seoultech.ac.kr/d_information/f_time/food/prof_intro,photo_anchor,yes,auto-crawl: 일반대학원 (9 faculty)
AUTO_SEOULTECH_A7BFDE,Seoul National University of Science and Technology,나노바이오융합공학과,https://gsp.seoultech.ac.kr/d_information/f_time/nbio/professor,photo_anchor,yes,auto-crawl: 일반대학원 (10 faculty)
AUTO_SEOULTECH_F995BB,Seoul National University of Science and Technology,글로벌철도시스템학과(계약학과),https://railway.seoultech.ac.kr/info/sys/prof,photo_anchor,yes,auto-crawl: 철도전문대학원 (8 faculty)
AUTO_KNU_B3E4F3,Kyungpook National University,경조직-바이오치아재생연구소,https://home.knu.ac.kr/HOME/ihbr/sub.htm?nav_code=ihb1656463679,photo_anchor,yes,auto-crawl: 경북대학교 경조직-바이오치아재생연구소 (10 faculty)
AUTO_KNU_D8A4B5,Kyungpook National University,생명공학부,http://biotech.knu.ac.kr/bbs/board.php?bo_table=sub2_1,photo_anchor,yes,auto-crawl: 전임교원 1 페이지 | 경북대학교 생명공학부 (21 faculty)
AUTO_KNU_21A6DA,Kyungpook National University,경북대학교 농업생명과학대학 식품공학부,https://foodbio.knu.ac.kr/HOME/foodbio/sub.htm?nav_code=foo1623153979,photo_anchor,yes,auto-crawl: 경북대학교 농업생명과학대학 식품공학부 (18 faculty)
AUTO_SCNU_FC84F4,Sunchon National University,약학대학,https://www.scnu.ac.kr/pharm/cm/cntnts/cntntsView.do?mi=9026&cntntsId=5234,photo_anchor,yes,auto-crawl: 전임교원 - 약학대학·약학과 (14 faculty)
AUTO_MOKPO_A4ADBB,Mokpo National University,약학대학 Pharmacy,https://mnupharmacy.mokpo.ac.kr/mnupharmacy/14537/subview.do,photo_anchor,yes,auto-crawl: 전임교수 (15 faculty)
AUTO_MOKPO_40213C,Mokpo National University,약학대학 Pharmacy,https://mnupharmacy.mokpo.ac.kr/mnupharmacy/21681/subview.do,photo_anchor,yes,auto-crawl: 전임교수 (15 faculty)
AUTO_JBNU_CCC6C3,Jeonbuk National University,수의과대학,https://vetmed.jbnu.ac.kr/vetmed/3979/subview.do,photo_anchor,yes,auto-crawl: 기초수의학 (21 faculty)
AUTO_JBNU_AEEF03,Jeonbuk National University,수의과대학,https://vetmed.jbnu.ac.kr/vetmed/13919/subview.do,photo_anchor,yes,auto-crawl: 기초수의학 (21 faculty)
AUTO_JBNU_FFCE84,Jeonbuk National University,약학대학,https://pharmacy.jbnu.ac.kr/pharmacy/31689/subview.do,photo_anchor,yes,auto-crawl: 전임교원 (17 faculty)
AUTO_JBNU_B425AE,Jeonbuk National University,약학대학,https://top.jbnu.ac.kr/pharmacy/31689/subview.do,photo_anchor,yes,auto-crawl: 전임교원 (17 faculty)
AUTO_CHUNGBUK_094F59,Chungbuk National University,약학대학,https://pharm.chungbuk.ac.kr/app/index.html?pg_idx=46,photo_anchor,yes,auto-crawl: 충북대학교 :: 약학대학 (13 faculty)
AUTO_CHUNGBUK_815A30,Chungbuk National University,약학대학,http://pharm.chungbuk.ac.kr/app/index.html?pg_idx=46,photo_anchor,yes,auto-crawl: 충북대학교 :: 약학대학 (13 faculty)
AUTO_KAIST_50E044,KAIST,KAIST 생명과학과,https://bio.kaist.ac.kr/index.do?menuSeq=3344,photo_anchor,yes,auto-crawl: KAIST 생명과학과 > 전임교수 (38 faculty)
AUTO_KAIST_89DA64,KAIST,KAIST 생명과학과,https://bio.kaist.ac.kr/index.do?menuSeq=2767,photo_anchor,yes,auto-crawl: KAIST 생명과학과 > 전임교수 (38 faculty)
AUTO_KAIST_42794F,KAIST,KAIST 생명과학과,https://bio.kaist.ac.kr/index.do?menuSeq=2947,photo_anchor,yes,auto-crawl: KAIST 생명과학과 > 전임교수 (38 faculty)
AUTO_UNIST_6D3BC8,UNIST,바이오메디컬공학과,https://bme.unist.ac.kr/faculty/,photo_anchor,yes,auto-crawl: 교수진 – UNIST (27 faculty)
AUTO_UNIST_6C149F,UNIST,BIO,https://www.unist.ac.kr/chemistry/people/faculty.do,photo_anchor,yes,auto-crawl: 교수진 | 화학과 (20 faculty)
AUTO_YONSEI_F69DE4,Yonsei University,생화학과,http://biochem.yonsei.ac.kr/biochem/intro/faculty.do,photo_anchor,yes,auto-crawl: 생화학과 | 학과소개 | 학과개요 | 교수진 및 연구소개 (13 faculty)
AUTO_KOREA_4AE9F9,Korea University,전임교수,https://pharm.korea.ac.kr/pharm/8666/subview.do,photo_anchor,yes,auto-crawl: 전임교수 (17 faculty)
AUTO_SOGANG_ED5C5F,Sogang University,생명과학,http://lifescien.sogang.ac.kr/bbs/board.php?bo_table=teacher,photo_anchor,yes,auto-crawl: 전임교원 | 생명과학과 (13 faculty)
AUTO_UOS_216928,University of Seoul,전임교수,https://lifesci.uos.ac.kr/research/faculty,photo_anchor,yes,auto-crawl: 전임교수 - 교수진 - 교수/연구 - 서울시립대학교 생명과학과 (11 faculty)
AUTO_SCH_0FB451,Soonchunhyang University,기초의학교실,https://med.sch.ac.kr/bbs/board.php?bo_table=spage_1&swr_1=4,photo_anchor,yes,auto-crawl: 순천향대학교 의과대학 (8 faculty)
AUTO_SCH_9D2F35,Soonchunhyang University,미생물학 교실,https://med.sch.ac.kr/bbs/board.php?bo_table=spage_1&swr_1=7,photo_anchor,yes,auto-crawl: 순천향대학교 의과대학 (5 faculty)
AUTO_SCH_0B842B,Soonchunhyang University,생화학교실,https://med.sch.ac.kr/bbs/board.php?bo_table=spage_1&swr_1=6,photo_anchor,yes,auto-crawl: 순천향대학교 의과대학 (5 faculty)
AUTO_INJE_A7BCB9,Inje University,교수진소개,https://biomls.inje.ac.kr/biomls/intro/faculty.do,photo_anchor,yes,auto-crawl: 교수진소개 | 인제대학교 임상병리학과 (5 faculty)
AUTO_INJE_2B774A,Inje University,혁신신약ㆍ제약공학부,https://ipse.inje.ac.kr/ipse/intro/faculty.do,photo_anchor,yes,auto-crawl: 교수진소개 | 인제대학교 혁신신약·제약공학부 (8 faculty)
AUTO_INJE_AC6AFE,Inje University,약학과,http://pharm.inje.ac.kr/pharm/intro/faculty01.do,photo_anchor,yes,auto-crawl: 교수진소개 | 인제대학교 약학과 (12 faculty)
AUTO_INJE_4D5FE6,Inje University,약학과,https://pharm.inje.ac.kr/pharm/intro/faculty01.do,photo_anchor,yes,auto-crawl: 교수진소개 | 인제대학교 약학과 (12 faculty)
AUTO_INJE_02B246,Inje University,의생명보건계열,https://bio.inje.ac.kr/bio/intro/faculty.do,photo_anchor,yes,auto-crawl: 교수진소개 | 인제대학교 의생명공학과 (4 faculty)
AUTO_KMU_59CF6E,Keimyung University,약학대학,https://www.kmu.ac.kr/programs/common/com_KmuUserList.jsp?ucd=10862&parm_gb=1&parm_cd=11034,photo_anchor,yes,auto-crawl: 계명대학교 교수소개 (8 faculty)
AUTO_KMU_1AD196,Keimyung University,약학대학,https://www.kmu.ac.kr/programs/common/com_KmuUserList.jsp?ucd=10862&parm_gb=1&parm_cd=11035,photo_anchor,yes,auto-crawl: 계명대학교 교수소개 (7 faculty)
AUTO_KMU_74D5F1,Keimyung University,약학과,https://pharmarcy.kmu.ac.kr/pharmarcy/8007/subview.do,photo_anchor,yes,auto-crawl: 교수진 소개 (8 faculty)
AUTO_KMU_452960,Keimyung University,제약학과,https://pharmaceutics.kmu.ac.kr/pharmaceutics/8086/subview.do,photo_anchor,yes,auto-crawl: 교수진 소개 (7 faculty)
AUTO_KMU_2AF4E9,Keimyung University,제약학과,https://pharmaceutics.kmu.ac.kr/pharmaceutics/8105/subview.do,photo_anchor,yes,auto-crawl: Faculty (4 faculty)
AUTO_KMU_5F8F24,Keimyung University,약학과,https://pharmarcy.kmu.ac.kr/pharmarcy/8027/subview.do,photo_anchor,yes,auto-crawl: Faculty (6 faculty)
AUTO_KMU_9FECF7,Keimyung University,약학대학,http://pharmaceutics.kmu.ac.kr/pharmaceutics/8086/subview.do,photo_anchor,yes,auto-crawl: 교수진 소개 (7 faculty)
AUTO_KMU_3717F9,Keimyung University,약학대학,http://pharmaceutics.kmu.ac.kr/pharmaceutics/8105/subview.do,photo_anchor,yes,auto-crawl: Faculty (4 faculty)
AUTO_KMU_558402,Keimyung University,약학대학,http://pharmarcy.kmu.ac.kr/pharmarcy/8007/subview.do,photo_anchor,yes,auto-crawl: 교수진 소개 (8 faculty)
AUTO_KMU_5EB154,Keimyung University,약학대학,http://pharmarcy.kmu.ac.kr/pharmarcy/8027/subview.do,photo_anchor,yes,auto-crawl: Faculty (6 faculty)
AUTO_YU_1190F6,Yeungnam University,의생명공학과,https://www.yu.ac.kr/main/etc/search.do?qt=교수,photo_anchor,yes,auto-crawl: 통합검색 | 영남대학교 (3 faculty)
AUTO_JNU_DF2F5F,Chonnam National University,전임교수,https://biology.jnu.ac.kr/biology/16859/subview.do,photo_anchor,yes,auto-crawl: 전임교수 (12 faculty)
AUTO_JNU_E2E8E8,Chonnam National University,전임교수,https://biology.jnu.ac.kr/biology/13158/subview.do,photo_anchor,yes,auto-crawl: 전임교수 (12 faculty)
AUTO_JNU_EF3A29,Chonnam National University,객원교수/강의전담교수,https://biology.jnu.ac.kr/biology/16861/subview.do,photo_anchor,yes,auto-crawl: 객원교수/강의전담교수 (4 faculty)
