university,official_domain,page_title,department_url,department_or_school,faculty_page_signal,search_query,source
Chungnam National University,cnu.ac.kr,Medicine > College > Academics > 충남대학교 영문홈페이지,https://plus.cnu.ac.kr/html/en/sub02/sub02_020108.html,Medicine > College > Academics > 충남대학교 영문홈페이지,unknown,"""Chungnam National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Chungnam National University,cnu.ac.kr,Alumni,http://bilab.snu.ac.kr/members/alumni,Alumni,yes,"""Chungnam National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Chungnam National University,cnu.ac.kr,Dept. of Pharmacy,https://pharm.chungbuk.ac.kr/app/index_eng.html?pg_idx=117,Dept. of Pharmacy,unknown,"""Chungnam National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Jeonbuk National University,jbnu.ac.kr,전북대학교 약학대학,https://pharmacy.jbnu.ac.kr/,전북대학교 약학대학,yes,"""Jeonbuk National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Jeonbuk National University,jbnu.ac.kr,약학대학 교수진 일동 발전기금 기증식 - 전북대학교,https://moak.chonbuk.ac.kr/web/Board/88445/detailView.do?menu=,약학대학 교수진 일동 발전기금 기증식 - 전북대학교,yes,"""Jeonbuk National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Jeonbuk National University,jbnu.ac.kr,전임교원,https://pharmacy.jbnu.ac.kr/pharmacy/31689/subview.do,전임교원,yes,"""Jeonbuk National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Jeonbuk National University,jbnu.ac.kr,생명과학과,https://bio.jbnu.ac.kr/,생명과학과,yes,"""Jeonbuk National University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Jeonbuk National University,jbnu.ac.kr,생명공학부,https://bio-tech.jbnu.ac.kr/,생명공학부,yes,"""Jeonbuk National University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Jeonbuk National University,jbnu.ac.kr,생명과학부(분자생물학) - 자연과학대학 - 전북대학교,https://natural.jbnu.ac.kr/natural/8315/subview.do,생명과학부(분자생물학) - 자연과학대학 - 전북대학교,yes,"""Jeonbuk National University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Jeonbuk National University,jbnu.ac.kr,Professors,https://top.jbnu.ac.kr/pharmacyeng/24014/subview.do,Professors,yes,"""Jeonbuk National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Jeonbuk National University,jbnu.ac.kr,School of Pharmacy,https://top.jbnu.ac.kr/sites/pharmacyeng/index.do,School of Pharmacy,unknown,"""Jeonbuk National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Jeonbuk National University,jbnu.ac.kr,Jeonbuk National University (JBNU) School of Pharmacy and ...,https://moak.chonbuk.ac.kr/en/Board/216525/detailView.do,Jeonbuk National University (JBNU) School of Pharmacy and ...,unknown,"""Jeonbuk National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Jeonbuk National University,jbnu.ac.kr,Medical School,https://top.jbnu.ac.kr/medeng/index..do,Medical School,unknown,"""Jeonbuk National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Jeonbuk National University,jbnu.ac.kr,Jeonbuk National University (JBNU) Fulfills 30-Year Aspiration ...,https://www.ju.ac.kr/en/Board/204646/detailView.do,Jeonbuk National University (JBNU) Fulfills 30-Year Aspiration ...,unknown,"""Jeonbuk National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,교수 | 약학대학 - CMS관리자지원홈페이지 - 강원대학교,https://cms.kangwon.ac.kr/pharmacy/professor/professor.do,교수 | 약학대학 - CMS관리자지원홈페이지 - 강원대학교,yes,"""Kangwon National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Kangwon National University,kangwon.ac.kr,약학대학 - CMS관리자지원홈페이지 - 강원대학교,https://cms.kangwon.ac.kr/pharmacy/index.do,약학대학 - CMS관리자지원홈페이지 - 강원대학교,unknown,"""Kangwon National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Kangwon National University,kangwon.ac.kr,대학소개 > 연혁 게시판목록 | 약학대학,https://cms.kangwon.ac.kr/pharmacy/intro/history.do?mode=list&article.offset=0,대학소개 > 연혁 게시판목록 | 약학대학,yes,"""Kangwon National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Kangwon National University,kangwon.ac.kr,국가균형발전과 함께 합니다 - Korea NU10,https://web.jnu.ac.kr/pr/pdf/KoreaNU10_vol24.pdf,국가균형발전과 함께 합니다 - Korea NU10,yes,"""Kangwon National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Kangwon National University,kangwon.ac.kr,인천대학교,https://www.inu.ac.kr/,인천대학교,yes,"""Kangwon National University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Kangwon National University,kangwon.ac.kr,한국외국어대학교,https://www.hufs.ac.kr/,한국외국어대학교,yes,"""Kangwon National University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Kangwon National University,kangwon.ac.kr,College of Medicine · Graduate School of Medicine,https://cms.kangwon.ac.kr/smed_en/index.do,College of Medicine · Graduate School of Medicine,yes,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,Division of Food Biotechnology and Biosystems Engineering,https://cms.kangwon.ac.kr/knucals/english/cals002.do,Division of Food Biotechnology and Biosystems Engineering,unknown,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,School of Medicine - CMS관리자지원홈페이지 - 강원대학교,https://cms.kangwon.ac.kr/smed_en/intro/preclinical-medicine07.do,School of Medicine - CMS관리자지원홈페이지 - 강원대학교,yes,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,Location | College of Medicine · Graduate School ...,https://cms.kangwon.ac.kr/smed_en/intro/location.do,Location | College of Medicine · Graduate School ...,yes,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,Department of Applied Plant Sciences | 농업생명과학대학,https://cms.kangwon.ac.kr/knucals/english/cals003.do,Department of Applied Plant Sciences | 농업생명과학대학,unknown,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,School of Natural Resources and Environmental Science,https://cms.kangwon.ac.kr/knucals/english/cals008.do,School of Natural Resources and Environmental Science,unknown,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,Health Big Data Laboratory | College of Medicine,https://cms.kangwon.ac.kr/smed_en/research/lab04.do,Health Big Data Laboratory | College of Medicine,unknown,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kangwon National University,kangwon.ac.kr,Introduction | 농업생명과학대학 - CMS관리자지원홈페이지,https://cms.kangwon.ac.kr/knucals/english/intro.do,Introduction | 농업생명과학대학 - CMS관리자지원홈페이지,yes,"""Kangwon National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Jeju National University,jejunu.ac.kr,인사말 - 제주대학교 약학대학,https://pharmacy.jejunu.ac.kr/pharmacy/intro.htm,인사말 - 제주대학교 약학대학,yes,"""Jeju National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Jeju National University,jejunu.ac.kr,게시판 - 제주대학교 바이오메디컬정보학과,https://biomedical.jejunu.ac.kr/biomedical/index/community/board.htm?page=2,게시판 - 제주대학교 바이오메디컬정보학과,yes,"""Jeju National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
POSTECH,postech.ac.kr,"포스텍, 의과학대학원 만든다 - 포스텍 융합대학원",https://gscst.postech.ac.kr/web/?section=&top=community&sub=news&tab=&category=&state=&item=&keyword=&present_group_num=3&present_page_num=26&key=detail&code=150,"포스텍, 의과학대학원 만든다 - 포스텍 융합대학원",yes,"""POSTECH"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
POSTECH,postech.ac.kr,우리대학 의과학대학원 설립 - 포항공대신문,https://times.postech.ac.kr/news/articleView.html?idxno=21694,우리대학 의과학대학원 설립 - 포항공대신문,yes,"""POSTECH"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
POSTECH,postech.ac.kr,"에스포항병원, 4월 SSGC에 김주한 서울의대교수 초청",https://gscst.postech.ac.kr/web/?section=&top=community&sub=news&tab=&category=&state=&item=&keyword=&present_group_num=1&present_page_num=8&key=detail&code=601,"에스포항병원, 4월 SSGC에 김주한 서울의대교수 초청",yes,"""POSTECH"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
POSTECH,postech.ac.kr,연구실 | 포항공과대학교 의공학과 BME - IT융합공학과,https://cite.postech.ac.kr/sub4_2_l.php,연구실 | 포항공과대학교 의공학과 BME - IT융합공학과,unknown,"""POSTECH"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
POSTECH,postech.ac.kr,전임교수 - 포항공과대학교 생명과학과,https://life.postech.ac.kr/html/professor/professor01.php,전임교수 - 포항공과대학교 생명과학과,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
POSTECH,postech.ac.kr,포항공과대학교 생명과학과 - 포스텍,https://life.postech.ac.kr/html/main/main.php,포항공과대학교 생명과학과 - 포스텍,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
POSTECH,postech.ac.kr,명예교수 - 포항공과대학교 생명과학과 - 포스텍,https://life.postech.ac.kr/html/professor/professor03.php,명예교수 - 포항공과대학교 생명과학과 - 포스텍,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
POSTECH,postech.ac.kr,[유주연 교수님] 생체 방어 메커니즘으로 들여다보는 신개념 유전자,https://life.postech.ac.kr/html/about/intro_video.php?mode=view&no=21&page_num=2,[유주연 교수님] 생체 방어 메커니즘으로 들여다보는 신개념 유전자,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
POSTECH,postech.ac.kr,학과 행정 - 포항공과대학교 생명과학과,https://life.postech.ac.kr/html/about/admin_staff.php,학과 행정 - 포항공과대학교 생명과학과,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
POSTECH,postech.ac.kr,생명과학과 고아라 교수님 인터뷰_포스테키안,https://life.postech.ac.kr/html/about/intro_video.php?mode=view&no=5&page_num=1,생명과학과 고아라 교수님 인터뷰_포스테키안,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
POSTECH,postech.ac.kr,김민성 부교수 - 전임교수 | 포항공과대학교 생명과학과,https://life.postech.ac.kr/html/professor/professor01.php?mode=view&idx=4,김민성 부교수 - 전임교수 | 포항공과대학교 생명과학과,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
POSTECH,postech.ac.kr,학과소개 - 포항공과대학교 생명과학과,https://life.postech.ac.kr/html/about/intro.php,학과소개 - 포항공과대학교 생명과학과,yes,"""POSTECH"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,의학과 - 연세대학교 의과대학,https://medicine.yonsei.ac.kr/medicine/education/graduate/medical.do,의학과 - 연세대학교 의과대학,yes,"""KAIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
KAIST,kaist.ac.kr,재활의학과 | 이화여자대학교 의과대학 부속 서울병원,https://seoul.eumc.ac.kr/medical/dept/deptDoctor.do?dept_cd=JRH&grp_yn=N,재활의학과 | 이화여자대학교 의과대학 부속 서울병원,yes,"""KAIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
KAIST,kaist.ac.kr,응급의학과 - 순천향대학교 부천병원,https://www.schmc.ac.kr/bucheon/dept/intrcn.do?key=1855,응급의학과 - 순천향대학교 부천병원,yes,"""KAIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
KAIST,kaist.ac.kr,약학대학·약학과,https://www.scnu.ac.kr/pharm/main.do,약학대학·약학과,yes,"""KAIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
KAIST,kaist.ac.kr,진료과/전문센터 - 직업환경의학과,https://yumc.ac.kr/medical/main.do?clubid=AWE812EE,진료과/전문센터 - 직업환경의학과,unknown,"""KAIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
KAIST,kaist.ac.kr,KAIST 생명과학과 > 전임교수 - 카이스트,https://bio.kaist.ac.kr/index.do?menuSeq=2767,KAIST 생명과학과 > 전임교수 - 카이스트,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,KAIST 생명과학과,https://bio.kaist.ac.kr/,KAIST 생명과학과,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,교수진 - 바이오및뇌공학과 - 카이스트,https://bioeng.kaist.ac.kr/index.php?mid=bio_03_01&category=8951,교수진 - 바이오및뇌공학과 - 카이스트,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,KAIST 생명과학과 > 겸임·초빙 교수 - 카이스트,https://bio.kaist.ac.kr/index.do?menuSeq=3346,KAIST 생명과학과 > 겸임·초빙 교수 - 카이스트,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,전상용 - KAIST 생명과학과 > 전임교수 - 카이스트,https://bio.kaist.ac.kr/doc/ko/selectDoc.do?docSeq=9724&menuSeq=3344&bbsSeq=120,전상용 - KAIST 생명과학과 > 전임교수 - 카이스트,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,김재훈 - KAIST 생명과학과 > 전임교수 - 카이스트,https://bio.kaist.ac.kr/doc/ko/selectDoc.do?docSeq=9729&menuSeq=3344&bbsSeq=120,김재훈 - KAIST 생명과학과 > 전임교수 - 카이스트,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,KAIST 생명과학과 > 연구센터 - 카이스트,https://bio.kaist.ac.kr/index.do?menuSeq=2870,KAIST 생명과학과 > 연구센터 - 카이스트,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,김상규 교수 [2024 경암바이오유스 캠프] 사막 위 식물 그리고 학자,https://eb.kaist.ac.kr/bbs/board.php?bo_table=sub5_2&wr_id=22,김상규 교수 [2024 경암바이오유스 캠프] 사막 위 식물 그리고 학자,yes,"""KAIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
KAIST,kaist.ac.kr,Department of Biological Sciences,https://pure.kaist.ac.kr/en/organisations/department-of-biological-sciences/,Department of Biological Sciences,unknown,"""KAIST"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
KAIST,kaist.ac.kr,College of Life Science and Bioengineering,https://pure.kaist.ac.kr/en/organisations/college-of-life-science-and-bioengineering/,College of Life Science and Bioengineering,unknown,"""KAIST"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
KAIST,kaist.ac.kr,Department of Biological Science,https://www.kaist.ac.kr/newsen/html/news/?skey=department&sval=Department+of+Biological+Science,Department of Biological Science,unknown,"""KAIST"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
UNIST,unist.ac.kr,한동윤 – 페이지 2 – UNIST,https://bme.unist.ac.kr/author/dyha/page/2/,한동윤 – 페이지 2 – UNIST,yes,"""UNIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
UNIST,unist.ac.kr,전임교수 - 유성구 - 인문사회과학부 - 카이스트,https://hss.kaist.ac.kr/boards/view/fulltime_professor/103,전임교수 - 유성구 - 인문사회과학부 - 카이스트,yes,"""UNIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
UNIST,unist.ac.kr,members 함께 연구하는 사람들,https://pharm.cau.ac.kr/professor/p04.php?p_pfno=95,members 함께 연구하는 사람들,yes,"""UNIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
UNIST,unist.ac.kr,울산대학교 의과대학,https://med.ulsan.ac.kr/,울산대학교 의과대학,yes,"""UNIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
UNIST,unist.ac.kr,"""의료 현장 난제, AI로 푼다"" UNIST·서울아산병원 공동세미나 ...",https://adm-g.unist.ac.kr/unist/center/news.do?mode=view&articleNo=301845&referer=/cse/research/result.do,"""의료 현장 난제, AI로 푼다"" UNIST·서울아산병원 공동세미나 ...",yes,"""UNIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
UNIST,unist.ac.kr,조윤경,https://bme.unist.ac.kr/%EC%A1%B0%EC%9C%A4%EA%B2%BD/?p_num=3,조윤경,yes,"""UNIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
UNIST,unist.ac.kr,뉴스 – 페이지 3 – UNIST,https://bme.unist.ac.kr/news/page/3/,뉴스 – 페이지 3 – UNIST,yes,"""UNIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
UNIST,unist.ac.kr,강현욱,https://bme.unist.ac.kr/%EA%B0%95%ED%98%84%EC%9A%B1/,강현욱,yes,"""UNIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
UNIST,unist.ac.kr,이세민,https://bme.unist.ac.kr/%EC%9D%B4%EC%84%B8%EB%AF%BC/,이세민,yes,"""UNIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
UNIST,unist.ac.kr,"유방암, 패혈증 잡는 생명과학자 되겠습니다",https://bme.unist.ac.kr/%EC%9C%A0%EB%B0%A9%EC%95%94-%ED%8C%A8%ED%98%88%EC%A6%9D-%EC%9E%A1%EB%8A%94-%EC%83%9D%EB%AA%85%EA%B3%BC%ED%95%99%EC%9E%90-%EB%90%98%EA%B2%A0%EC%8A%B5%EB%8B%88%EB%8B%A4/,"유방암, 패혈증 잡는 생명과학자 되겠습니다",yes,"""UNIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
UNIST,unist.ac.kr,KAIST 생명과학과 > News - 카이스트,https://bio.kaist.ac.kr/doc/ko/selectDoc.do?docSeq=20498&menuSeq=3362&bbsSeq=114,KAIST 생명과학과 > News - 카이스트,yes,"""UNIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
UNIST,unist.ac.kr,Clinic & Pharmacy - 유니스트 헬스케어센터,https://healthcare.unist.ac.kr/en/introduce/clinic/,Clinic & Pharmacy - 유니스트 헬스케어센터,unknown,"""UNIST"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
UNIST,unist.ac.kr,연구시설,https://bme.unist.ac.kr/facilities/,연구시설,unknown,"""UNIST"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
UNIST,unist.ac.kr,Jeong-Beom Kim – UNIST,https://bme.unist.ac.kr/eng/jeong-beom-kim/,Jeong-Beom Kim – UNIST,yes,"""UNIST"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
UNIST,unist.ac.kr,UNIST and U of U College of Medicine Forge Partnership to ...,https://hst.unist.ac.kr/unist/center/news-en.do?mode=view&articleNo=238044&referer=/hst/about-us/hst-highlights.do,UNIST and U of U College of Medicine Forge Partnership to ...,unknown,"""UNIST"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
GIST,gist.ac.kr,의생명공학과,https://bmse.gist.ac.kr/,의생명공학과,unknown,"""GIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
GIST,gist.ac.kr,K-MediST 지원 MIRACLE 사업단 (전남대학교 & GIST) 출범 ...,http://medicine.jnu.ac.kr/xboard/board.php?mode=view&number=36012&page=1&tbnum=24,K-MediST 지원 MIRACLE 사업단 (전남대학교 & GIST) 출범 ...,yes,"""GIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
GIST,gist.ac.kr,전남대학교 대학원 의학과 MAXIIMUM 프로그램 참여자 모집 공모,http://medicine.chonnam.ac.kr/xboard/board.php?mode=view&number=32759&tbnum=16&sCat=0&page=8&keyset=&searchword=,전남대학교 대학원 의학과 MAXIIMUM 프로그램 참여자 모집 공모,yes,"""GIST"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
GIST,gist.ac.kr,전임교수 > 구성원 > - 생명과학과 - 광주과학기술원,https://life.gist.ac.kr/prog/gsMember/life/P/Faculty/sub05_01_01/list.do,전임교수 > 구성원 > - 생명과학과 - 광주과학기술원,yes,"""GIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
GIST,gist.ac.kr,생명과학과,https://life.gist.ac.kr/,생명과학과,yes,"""GIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
GIST,gist.ac.kr,전임교수 > 구성원 > - 화학과 - 광주과학기술원,https://chem.gist.ac.kr/prog/gsMember/chem/P/Faculty/sub05_01_01/list.do,전임교수 > 구성원 > - 화학과 - 광주과학기술원,yes,"""GIST"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
