source_id,faculty_url,error
AUTO_EWHA_497921,https://www.ewha.ac.kr/ewha/academics/medicine-prof.do,"ConnectTimeout: HTTPSConnectionPool(host='www.ewha.ac.kr', port=443): Max retries exceeded with url: /ewha/academics/medicine-prof.do (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.ewha.ac.kr', port=443) at 0x7fa86c9f6050>, 'Connection to www.ewha.ac.kr timed out. (connect timeout=12)'))"
