openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status,current_affiliation,affiliation_source,scholar_affiliation,scholar_profile_url,scholar_email,scholar_cited_by,openalex_last_known_affiliation,current_country_codes,academic_affiliation_signal,pi_title_signal,bio_relevance_signal,affiliation_conflict_warning,triage_score,triage_tier,triage_reason,human_decision,web_title,web_snippet,web_url,official_domain_signal,professor_title_signal,trainee_title_signal,auto_decision,auto_confidence,auto_reason,suggested_decision
A5091173137,Su Jin Cho,88,12,P0297; P0317; P0337; P0355; P0359; P0365; P0393; P0407; P0444; P0448; P0453; P0456,Bank of Korea; Ewha Womans University; Ewha Womans University Medical Center; Ewha Womans University Mokdong Hospital; Pediatrics and Genetics,KR; US,yes,121,Clinical Manifestation of Acute Disseminated Encephalomyelitis in Children,needs_review,Ewha Womans University,openalex_last_known,,,,,Ewha Womans University,KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5101781931,Chul Lee,76,12,P0028; P0029; P0057; P0064; P0317; P0399; P0442; P0548; P0730; P0731; P0768; P0813,Asan Medical Center; Catholic University of Korea; Chungbuk National University; Korea Research Institute of Bioscience and Biotechnology; National University College; New Generation University College; Samsung Medical Center; Seoul National University; Seoul National University Hospital; Sungkyunkwan University; The Catholic University of Korea Seoul St. Mary's Hospital; Ulsan College; University of Ulsan,ET; KR; PR,yes,109,Comprehensive somatic genome alterations of urachal carcinoma,needs_review,Seoul National University; Seoul National University Hospital,openalex_last_known,,,,,Seoul National University; Seoul National University Hospital,KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5086925583,Hyun‐Jong Cho,70,12,P0038; P0040; P0050; P0088; P0108; P0149; P0285; P0302; P0337; P0358; P0367; P0700,"California NanoSystems Institute; Kangwon National University; Massachusetts Institute of Technology; Samueli Institute; Seoul National University; Sunchon National University; University of California, Los Angeles",KR; US,yes,103,Physostigmine-loaded liposomes for extended prophylaxis against nerve agent poisoning,needs_review,Kangwon National University,openalex_last_known,,,,,Kangwon National University,KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5100452365,Woo Jin Kim,69,12,P0028; P0114; P0157; P0201; P0245; P0284; P0364; P0409; P0475; P0481; P0635; P0730,Catholic University of Korea; Chungbuk National University; Kangwon National University; Kangwon National University Hospital; Korea Institute of Toxicology; Lovelace Respiratory Research Institute; National Institute of Fisheries Science; SNUH SMG-SNU Boramae Medical Center; Seoul National University; Seoul National University Dental Hospital; The Catholic University of Korea Seoul St. Mary's Hospital,KR; US,yes,102,Responses to inhaled long-acting beta-agonist and corticosteroid according to COPD subtype,needs_review,Chungbuk National University; Kangwon National University; Kangwon National University Hospital; Korea Institute of Hydrological Survey,openalex_last_known,,,,,Chungbuk National University; Kangwon National University; Kangwon National University Hospital; Korea Institute of Hydrological Survey,KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5088274241,Jong‐Moo Park,251,12,P0297; P0337; P0379; P0380; P0416; P0434; P0446; P0532; P0533; P0534; P0535; P0595,"Asan Medical Center; Catholic University of Korea; Chonnam National University Hospital; Daejeon Eulji Medical Center, Eulji University; Dankook University Hospital; Dong-A University Hospital; Dongguk University Ilsan Hospital; Eulji Medical Center; Eulji University; Eulji University Nowon Eulji Medical Center; Eulji University Uijeongbu Eulji Medical Center; Government of the Republic of Korea; Hanyang University; Inje University Ilsan Paik Hospital; Jeju National University; Jeju National University Hospital; Korea University; Myongji Hospital; Samsung (South Korea); Samsung Medical Center; Seoul Medical Center; Seoul National University Bundang Hospital; Seoul National University Hospital; Soonchunhyang University Hospital Seoul; Sungkyunkwan University; The Catholic University of Korea Seoul St. Mary's Hospital; The Catholic University of Korea Uijeongbu St. Mary's Hospital; University of Ulsan",KR,yes,284,Ipsilateral Hemiparesis Caused by a Corona Radiata Infarct After a Previous Stroke on the Opposite Side,needs_review,Eulji University; Eulji University Uijeongbu Eulji Medical Center,openalex_last_known,,,,,Eulji University; Eulji University Uijeongbu Eulji Medical Center,KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5035547791,Ji Sung Lee,194,12,P0297; P0317; P0346; P0364; P0379; P0380; P0416; P0532; P0534; P0535; P0588; P0597,Ajou University; Ajou University Medical Center; Asan Medical Center; Baewha Women's University; Biostatistical Consulting (United States); Chonnam National University Hospital; Chosun University Hospital; Clinical Research Management; Dong-A University Hospital; Eulji Medical Center; Eulji University; Eulji University Nowon Eulji Medical Center; Eulji University Uijeongbu Eulji Medical Center; Gangnam Severance Hospital; Hallym University; Hallym University Sacred Heart Hospital; Health Insurance Review and Assessment Service; Inha University Hospital; Inje University Ilsan Paik Hospital; Jusung Engineering (South Korea); Kangdong Sacred Heart Hospital; Korea University; National Health Insurance Service; Sacred Heart Hospital; Samsung Medical Center; Seoul Medical Center; Seoul National University; Seoul National University Bundang Hospital; Seoul National University Hospital; Severance Hospital; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Soonchunhyang University Medical Center; Ulsan College; Ulsan University Hospital; University of Ulsan; Yeungnam University; Yeungnam University College; Yeungnam University Medical Center,JP; KR; US,yes,227,Improved oral hygiene care is associated with decreased risk of occurrence for atrial fibrillation and heart failure: A nationwide population-based cohort study,needs_review,Ulsan College; Korea University; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Asan Medical Center; University of Ulsan; Yeungnam University Medical Center; Korea University; Yeungnam University,openalex_last_known,,,,,Ulsan College; Korea University; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Asan Medical Center; University of Ulsan; Yeungnam University Medical Center; Korea University; Yeungnam University,JP; KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5046876658,Jong Soon Kang,132,12,P0050; P0086; P0093; P0098; P0100; P0506; P0582; P0725; P0730; P0731; P0780; P0813,Chungnam National University; Korea Advanced Institute of Science and Technology; Korea Institute of Science & Technology Evaluation and Planning; Korea Research Institute of Bioscience and Biotechnology; Korea University; Severance Hospital; Yonsei University,KR,yes,165,Activation of macrophages by polysaccharide isolated from Paecilomyces cicadae through toll-like receptor 4,needs_review,Korea Research Institute of Bioscience and Biotechnology,openalex_last_known,,,,,Korea Research Institute of Bioscience and Biotechnology,KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5036888293,Joon Ho Moon,122,12,P0007; P0013; P0014; P0019; P0020; P0108; P0355; P0449; P0550; P0670; P0730; P0771,Bucheon University; Chonnam National University; Chonnam National University Hwasun Hospital; Daegu Catholic University; Hematology Oncology Associates; Inje University Busan Paik Hospital; Kyungpook National University; Kyungpook National University Hospital; Maryland Oncology Hematology; National Cancer Center; Palmetto Hematology Oncology; Pusan National University Hospital; Samsung Medical Center; Soonchunhyang University; Soonchunhyang University Hospital Seoul,KR; US,yes,155,Front & Back Matter,needs_review,Kyungpook National University Hospital; Seoul National University Bundang Hospital; Kyungpook National University,openalex_last_known,,,,,Kyungpook National University Hospital; Seoul National University Bundang Hospital; Kyungpook National University,KR,yes,no,no,no,65,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5017676398,Zae Young Ryoo,73,11,P0259; P0288; P0504; P0616; P0665; P0666; P0669; P0670; P0673; P0674; P0715,Catholic University of Korea; Kyungpook National University; New Generation University College; The Catholic University of Korea Seoul St. Mary's Hospital,ET; KR,yes,103,Serum amyloid A1 is involved in amyloid plaque aggregation and memory decline in amyloid beta abundant condition,needs_review,Kyungpook National University; National Institute of Animal Science,openalex_last_known,,,,,Kyungpook National University; National Institute of Animal Science,KR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5072015543,Jong‐Won Ha,73,11,P0007; P0030; P0227; P0234; P0361; P0434; P0439; P0446; P0462; P0471; P0580,Gangnam Severance Hospital; Sejong General Hospital; Seoul National University; Severance Hospital; Yonsei University; Yonsei University Health System,KR,yes,103,Sex Differences in Central Hemodynamics and Their Relationship to Left Ventricular Diastolic Function,needs_review,Yonsei University; Severance Hospital; Gangnam Severance Hospital; Yonsei University Health System,openalex_last_known,,,,,Yonsei University; Severance Hospital; Gangnam Severance Hospital; Yonsei University Health System,KR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5087783301,Kyung‐Min Lim,71,11,P0036; P0060; P0067; P0142; P0219; P0245; P0289; P0492; P0498; P0560; P0763,Amorepacific (South Korea); Chung-Ang University; Chungbuk National University; Ewha Womans University; Gachon University; Hanyang University; New Generation University College; Seoul National University; Sungkyunkwan University; Ulsan University Hospital,ET; KR,yes,101,Anti‐melanogenic effects of Medicago sativa seed extracts on melanocytes,needs_review,Ewha Womans University; Ewha Womans University Medical Center,openalex_last_known,,,,,Ewha Womans University; Ewha Womans University Medical Center,KR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5006539124,Ji Hoe Heo,71,11,P0099; P0319; P0326; P0379; P0380; P0416; P0434; P0439; P0447; P0532; P0535,CHA University; CHA University Bundang Medical Center; CHA University Gangnam Medical Center; Fujian Medical University; Hospital de Sant Pau; Inha University; Kyung Hee University Medical Center; Massachusetts General Hospital; Monash Health; Monash University; Severance Hospital; UCL Biomedical Research Centre; UCL Queen Square Institute of Neurology; University College London; Yonsei University; Yonsei University Health System,AU; CN; ES; GB; KR; US,yes,101,Intensive vs Conventional Blood Pressure Lowering After Endovascular Thrombectomy in Acute Ischemic Stroke,needs_review,Yonsei University; Monash Health; CHA University Bundang Medical Center; Monash University,openalex_last_known,,,,,Yonsei University; Monash Health; CHA University Bundang Medical Center; Monash University,AU; KR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5100698579,Wan Beom Park,68,11,P0029; P0078; P0079; P0083; P0115; P0337; P0347; P0355; P0444; P0604; P0605,Chungnam National University; Dankook University; National Medical Center; National University College; New Generation University College; Seoul Medical Center; Seoul Metropolitan Government; Seoul National University; Seoul National University Bundang Hospital; Seoul National University Hospital,ET; KR; PR,yes,98,A Comparative Study of Pyogenic and Tuberculous Spondylodiscitis,needs_review,Seoul National University; New Generation University College; Seoul National University Hospital; National University College,openalex_last_known,,,,,Seoul National University; New Generation University College; Seoul National University Hospital; National University College,ET; KR; PR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5066303894,Bang Yeon Hwang,220,11,P0028; P0036; P0055; P0277; P0486; P0488; P0693; P0727; P0730; P0731; P0813,Chungbuk National University; Chungnam National University; Dongguk University; Konkuk University; Korea Research Institute of Bioscience and Biotechnology; University of Kentucky; Wonkwang University,KR; US,yes,250,원보 : 말채나무 수피의 페놀성 화합물,needs_review,Chungbuk National University,openalex_last_known,,,,,Chungbuk National University,KR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5054304061,Yeong Wook Song,165,11,P0028; P0040; P0075; P0079; P0083; P0100; P0115; P0162; P0337; P0408; P0665,Center for Rheumatology; Chungbuk National University Hospital; Institute of Molecular Biology; National University College; New Generation University College; SNUH SMG-SNU Boramae Medical Center; Seoul Metropolitan Government; Seoul National University; Seoul National University Dental Hospital; Seoul National University Hospital; Seoul National University of Science and Technology; University Medical Center Groningen; University of Alabama at Birmingham; Yonsei University,AM; ET; KR; NL; PR; US,yes,195,The clinical significance of serum N-terminal pro-brain natriuretic peptide in systemic sclerosis patients,needs_review,Seoul National University; National University College,openalex_last_known,,,,,Seoul National University; National University College,KR; PR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5039818244,Jeong‐Ho Hong,117,11,P0007; P0036; P0099; P0326; P0379; P0416; P0430; P0447; P0532; P0535; P0731,Ajou University; Ajou University Medical Center; Chonnam National University Hospital; Chung-Ang University Hospital; Eulji University; Eulji University Nowon Eulji Medical Center; Hallym University; Hallym University Chuncheon Sacred Heart Hospital; Keimyung University; Keimyung University Dongsan Hospital; Keimyung University Dongsan Medical Center; Korea Food Research Institute; Korea University; National Institute of Food and Drug Safety Evaluation; National Medical Center; Seoul National University Bundang Hospital; United States Food and Drug Administration; University of Ulsan; Yonsei University,KR; US,yes,147,Intensive vs Conventional Blood Pressure Lowering After Endovascular Thrombectomy in Acute Ischemic Stroke,needs_review,Daegu TechnoPark; Keimyung University Dongsan Medical Center; Keimyung University Dongsan Hospital; Keimyung University,openalex_last_known,,,,,Daegu TechnoPark; Keimyung University Dongsan Medical Center; Keimyung University Dongsan Hospital; Keimyung University,KR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5102771863,Jae‐Yong Kwak,108,11,P0007; P0013; P0014; P0019; P0020; P0355; P0362; P0550; P0603; P0616; P0670,Asan Medical Center; Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Deleted Institution; Ewha Womans University; Inje University; Jeonbuk National University; Jeonbuk National University Hospital; Korea Institute of Radiological and Medical Sciences; National University Hospital; Seoul National University; The Korean Society of Hematology; Ulsan College; University of Ulsan; Wonju Severance Christian Hospital; Yonsei University,KR; SG,yes,138,Front & Back Matter,needs_review,Jeonbuk National University Hospital; Jeonbuk National University,openalex_last_known,,,,,Jeonbuk National University Hospital; Jeonbuk National University,KR,yes,no,no,no,60,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5090893923,Jae Min Jeong,126,11,P0067; P0114; P0115; P0123; P0200; P0337; P0345; P0361; P0399; P0486; P0813,Cancer Research Institute; Cell Biotech (South Korea); Ewha Womans University; National University; National University College; New Generation University College; Pohang University of Science and Technology; Seoul National University; Seoul National University Hospital; Society of Nuclear Medicine and Molecular Imaging,ET; KR; PR; SD; US,yes,156,Radiation synovectomy using 188Re–tin colloid improves knee synovitis as shown by MRI in refractory rheumatoid arthritis,needs_review,Cell Biotech (South Korea),openalex_last_known,,,,,Cell Biotech (South Korea),KR,no,no,no,no,57,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5013507111,Bo Yeon Kim,108,11,P0042; P0044; P0060; P0102; P0230; P0245; P0251; P0253; P0684; P0727; P0731,Chung-Ang University; Daejin University; Korea Research Institute of Bioscience and Biotechnology; Korea University; Korea University Medical Center; Korea University of Science and Technology; Université de Yaoundé I,CM; KR,yes,138,Antidiabetic effects of extracts from Psidium guajava,needs_review,Dong-A University,openalex_last_known,,,,,Dong-A University,KR,yes,no,no,yes,57,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5100454615,Seung Hyun Kim,78,10,P0014; P0079; P0152; P0153; P0154; P0284; P0422; P0429; P0582; P0730,"Anyang University; Chiba University; Corestem (South Korea); Geelong Hospital; Hanyang University; Hanyang University Medical Center; Hanyang University Seoul Hospital; Kongju National University; Korea University; Kyung Hee University Hospital at Gangdong; Nagoya University; National Institute of Public Health; Neurology, Inc; Pediatrics and Genetics; Research Center of Neurology; Royal Prince Alfred Hospital; Samsung (South Korea); Samsung Medical Center; Seoul National University; Seoul National University Hospital; Sungkyunkwan University; The University of Sydney",AU; JP; KR; RU; US,yes,105,ADSSL 1 mutation relevant to autosomal recessive adolescent onset distal myopathy,needs_review,Ulsan College; University of Ulsan; Pusan National University Hospital; Hanyang University Seoul Hospital; Hanyang University; Pusan National University; Anyang University,openalex_last_known,,,,,Ulsan College; University of Ulsan; Pusan National University Hospital; Hanyang University Seoul Hospital; Hanyang University; Pusan National University; Anyang University,KR,yes,no,no,no,55,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5065493625,Kyoung Heon Kim,71,10,P0015; P0020; P0233; P0245; P0297; P0299; P0444; P0550; P0681; P0685,Korea University; Kyungpook National University,KR,yes,98,"Deletion of PHO13 , Encoding Haloacid Dehalogenase Type IIA Phosphatase, Results in Upregulation of the Pentose Phosphate Pathway in Saccharomyces cerevisiae",needs_review,Korea University; Korea Research Institute of Bioscience and Biotechnology,openalex_last_known,,,,,Korea University; Korea Research Institute of Bioscience and Biotechnology,KR,yes,no,no,no,55,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5022350068,Duk Lyul Na,93,9,P0007; P0123; P0132; P0208; P0325; P0425; P0439; P0532; P0790,"Asan Medical Center; Biomedical Research Institute; Department of Veterans Affairs; Dr Youth Clinic; Evidence Based Research (United States); Ewha Womans University; Ewha Womans University Medical Center; Ewha Womans University Mokdong Hospital; Gachon University Gil Medical Center; Gangnam Severance Hospital; Hanyang University; Inha University; Inha University Hospital; Inje University Ilsan Paik Hospital; Institute for Neurodegenerative Disorders; MSD (South Korea); Regenerative Medicine Institute; Research Institute for Future Medicine; Samsung (South Korea); Samsung (United States); Samsung Medical Center; Sungkyunkwan University; Ulsan College; University of California, San Francisco; University of Ulsan; Veterans Health Administration; Yonsei University",AU; KR; MX; US,yes,117,Functional magnetic resonance imaging during pantomiming tool-use gestures,needs_review,Samsung Medical Center; Sungkyunkwan University,openalex_last_known,,,,,Samsung Medical Center; Sungkyunkwan University,KR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5045189061,Byung Seok Moon,87,9,P0075; P0123; P0233; P0318; P0349; P0350; P0359; P0405; P0526,Ewha Womans University; Ewha Womans University Medical Center; Ewha Womans University Seoul Hospital; Seoul National University; Seoul National University Bundang Hospital,KR,yes,111,"Pharmacokinetic evaluation of paclitaxel, albumin-binding paclitaxel, and liposomal-encapsulated albumin-binding paclitaxel upon gastric subserosal administration",needs_review,Ewha Womans University; Ewha Womans University Medical Center,openalex_last_known,,,,,Ewha Womans University; Ewha Womans University Medical Center,KR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5025413315,Suk Chon,85,9,P0030; P0189; P0192; P0201; P0315; P0333; P0346; P0511; P0722,Institute of Endocrinology; Kyung Hee University; Kyung Hee University Dental Hospital; Kyung Hee University Medical Center,CZ; KR,yes,109,A Novel PRKAR1A Mutation in Korean Carney Complex Family,needs_review,Kyung Hee University,openalex_last_known,,,,,Kyung Hee University,KR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5113306493,Myoung Ok Kim,83,9,P0288; P0616; P0665; P0669; P0670; P0673; P0684; P0699; P0715,Catholic University of Korea; Dongguk University; Hormel (United States); Kyungpook National University; National Cancer Institute; National Institute of Animal Science; New Generation University College; Seoul National University; Soonchunhyang University; The Catholic University of Korea Seoul St. Mary's Hospital; University of Minnesota,ET; KR; US,yes,107,Serum amyloid A1 is involved in amyloid plaque aggregation and memory decline in amyloid beta abundant condition,needs_review,Kyungpook National University; National Institute of Animal Science,openalex_last_known,,,,,Kyungpook National University; National Institute of Animal Science,KR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5088071932,Hun‐Young Yoon,79,9,P0108; P0255; P0256; P0257; P0258; P0265; P0267; P0268; P0269,Konkuk University; Konkuk University Medical Center; Missouri College; University of Missouri; Veterinary Medical Teaching Hospital,KR; US,yes,103,Antiviral effects of heme oxygenase-1 against canine coronavirus and canine influenza virus in vitro,needs_review,Konkuk University; Konkuk University Medical Center,openalex_last_known,,,,,Konkuk University; Konkuk University Medical Center,KR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5107973946,John Hwa Lee,76,9,P0415; P0552; P0706; P0708; P0711; P0712; P0713; P0714; P0726,Jeonbuk National University; Jeonbuk National University Hospital; National University College; Wonkwang University,KR; PR,yes,100,The Effect of Seminal Plasma on Chilling and Freezing of Canine Spermatozoa,needs_review,Jeonbuk National University,openalex_last_known,,,,,Jeonbuk National University,KR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5100737773,Jong Seung Kim,75,9,P0095; P0108; P0149; P0253; P0255; P0466; P0486; P0689; P0690,Hyupsung University; Konyang University; Korea Institute of Science and Technology; Korea University; Korea University Guro Hospital; Korea University Medical Center; Kyung Hee University; Shenzhen University; Terasaki Foundation; The Seoul Institute; The University of Texas at Austin,CN; JP; KR; US,yes,99,Fluorescence imaging of pathophysiological microenvironments,needs_review,University of Seoul; Chungbuk National University; Korea University; National University College; Korea University,openalex_last_known,,,,,University of Seoul; Chungbuk National University; Korea University; National University College; Korea University,JP; KR; PR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5071829277,Hee‐Joon Bae,220,9,P0219; P0297; P0325; P0367; P0379; P0380; P0532; P0534; P0535,"Chonnam National University Hospital; Daejeon Eulji Medical Center, Eulji University; Dongguk University; Dongguk University Gyeongju Hospital; Dongguk University Ilsan Hospital; Dongguk University WISE; Eulji Medical Center; Eulji University; Eulji University Nowon Eulji Medical Center; Eulji University Uijeongbu Eulji Medical Center; Fujian Medical University; Gachon University; Hallym University Sacred Heart Hospital; Hospital de Sant Pau; Inje University Ilsan Paik Hospital; Monash Health; National Cancer Center; National University College; Neurology, Inc; New Generation University College; Samsung Medical Center; Seoul Medical Center; Seoul National University; Seoul National University Bundang Hospital; Seoul National University Hospital; Soonchunhyang University Hospital Seoul; UCL Biomedical Research Centre; UCL Queen Square Institute of Neurology; Ulsan University Hospital; University College London; University of Ulsan",AU; CN; ES; ET; GB; KR; PR; US,yes,244,Executive Summary of Stroke Statistics in Korea 2018: A Report from the Epidemiology Research Council of the Korean Stroke Society,needs_review,Seoul National University; New Generation University College; Seoul National University Bundang Hospital; Monash Health; National University College,openalex_last_known,,,,,Seoul National University; New Generation University College; Seoul National University Bundang Hospital; Monash Health; National University College,AU; ET; KR; PR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5069866514,Dong‐Eog Kim,188,9,P0007; P0096; P0258; P0284; P0297; P0325; P0380; P0532; P0535,Chonnam National University Hospital; Dong-A University; Dong-A University Hospital; Dongguk University; Dongguk University Ilsan Hospital; Eulji Medical Center; Eulji University; Eulji University Nowon Eulji Medical Center; Eulji University Uijeongbu Eulji Medical Center; Ewha Womans University; Howard Hughes Medical Institute; Janelia Research Campus; Jeju National University; Jeju National University Hospital; National Cancer Center; Samsung Medical Center; Seoul National University Bundang Hospital; Soonchunhyang University Hospital Seoul; Ulsan University Hospital; University of Southern California; University of Ulsan,KR; US,yes,212,"Case Characteristics, Hyperacute Treatment, and Outcome Information from the Clinical Research Center for Stroke-Fifth Division Registry in South Korea",needs_review,Dongguk University; Dong-A University Hospital; Dongguk University Ilsan Hospital; National Cancer Center,openalex_last_known,,,,,Dongguk University; Dong-A University Hospital; Dongguk University Ilsan Hospital; National Cancer Center,KR,yes,no,no,no,50,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5054227742,Byung‐Yong Kim,97,10,P0044; P0176; P0179; P0180; P0182; P0184; P0185; P0257; P0295; P0715,Konkuk University; Kyung Hee University; National Academy of Agricultural Science; Seoul National University,KR,yes,124,Physicochemical properties of granular and non-granular cationic starches prepared under ultra high pressure,needs_review,Chong Kun Dang Bio (South Korea),openalex_last_known,,,,,Chong Kun Dang Bio (South Korea),KR,no,no,no,yes,49,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5029133016,Kwang‐Yeol Park,97,8,P0052; P0219; P0379; P0380; P0416; P0532; P0533; P0535,"Catholic University of Korea; Chonnam National University Hospital; Chung-Ang University; Chung-Ang University Healthcare System; Chung-Ang University Hospital; Eulji Medical Center; Eulji University; Hallym University; Hallym University Chuncheon Sacred Heart Hospital; Inje University Haeundae Paik Hospital; Inje University Ilsan Paik Hospital; Kangbuk Samsung Hospital; Kimpo University; Korea University; Korea University Guro Hospital; Korea University Medical Center; Sacred Heart Hospital; Samsung Medical Center; Seoul Medical Center; Sungkyunkwan University; The Catholic University of Korea Uijeongbu St. Mary's Hospital; University Medical Center; University of California, Los Angeles",KR; NG; US,yes,118,Concomitant Use of NSAIDs or SSRIs with NOACs Requires Monitoring for Bleeding,needs_review,Kimpo University; Chung-Ang University Hospital; Chung-Ang University,openalex_last_known,,,,,Kimpo University; Chung-Ang University Hospital; Chung-Ang University,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5100442882,Jun Lee,91,8,P0214; P0297; P0379; P0380; P0412; P0416; P0532; P0535,"Asan Medical Center; Biostatistical Consulting (United States); Clinical Research Management; Daejeon Eulji Medical Center, Eulji University; Eulji University; Hallym University; Inje University Ilsan Paik Hospital; Jeju National University; Jeju National University Hospital; Kangdong Sacred Heart Hospital; Korea University; National Defense Medical Center; National Health Insurance Service; Seoul National University; Seoul National University Bundang Hospital; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Tri-Service General Hospital; Ulsan College; University of Ulsan; Yeungnam University; Yeungnam University College; Yeungnam University Medical Center",JP; KR; TW; US,yes,112,Outcome in Patients Treated with Intra-arterial thrombectomy: The optiMAL Blood Pressure control (OPTIMAL-BP) Trial,needs_review,Ulsan College; Korea University; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Asan Medical Center; University of Ulsan; Yeungnam University Medical Center; Jeju National University Hospital; Yeungnam University,openalex_last_known,,,,,Ulsan College; Korea University; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Asan Medical Center; University of Ulsan; Yeungnam University Medical Center; Jeju National University Hospital; Yeungnam University,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5051877787,Jinho Shin,78,8,P0319; P0434; P0446; P0511; P0515; P0525; P0580; P0631,Anyang University; Baewha Women's University; Eulji University; Ewha Womans University; Ewha Womans University Seoul Hospital; Hanmi Pharmaceutical (South Korea); Hanyang University; Hanyang University Guri Hospital; Hanyang University Medical Center; Hanyang University Seoul Hospital; Korea University Medical Center; SNUH SMG-SNU Boramae Medical Center; Seoul National University; Severance Hospital; Yonsei University,KR,yes,99,The Relationship between the Upright Serum aldosterone Level and the Left Ventricular Geometry in Essentioal Hypertension,needs_review,Chonnam National University; Samsung Medical Center; Hanyang University Guri Hospital; Hanyang University Seoul Hospital; Hanyang University Medical Center; Hanyang University; Sungkyunkwan University; Korea Institute of Industrial Technology,openalex_last_known,,,,,Chonnam National University; Samsung Medical Center; Hanyang University Guri Hospital; Hanyang University Seoul Hospital; Hanyang University Medical Center; Hanyang University; Sungkyunkwan University; Korea Institute of Industrial Technology,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
